負荷率（設定）,負荷率（実測）,FCFS,所有者優先,プリエンプション
0.1,0.10377530704671872,85.8590752035751,85.8590752035751,8.048189574586754
0.3,0.29770963829159003,161.23082348743574,157.95453067194612,30.430351917814367
0.5,0.4916978380402679,223.2386571404924,198.29619844663506,71.35992185767533
0.7,0.7003086559642837,349.2414451150755,247.6226495072794,184.0885929859106
0.9,0.9165145257542909,1044.8281802850663,398.29452482075027,1085.3222094930145
